generated_id,seed_no,variant_index,reference,original_expression,generated_expression,generation_type,distinct_operands_renamed
2630,112,11,,a.(s||b.c)Èb.(a.s||t),X112V11O01.(X112V11O02||X112V11O03.X112V11O04)X112V11O05.(X112V11O01.X112V11O02||X112V11O06),operand-renamed_same-structure,6
2631,112,12,,a.(s||b.c)Èb.(a.s||t),X112V12O01.(X112V12O02||X112V12O03.X112V12O04)X112V12O05.(X112V12O01.X112V12O02||X112V12O06),operand-renamed_same-structure,6
2632,112,13,,a.(s||b.c)Èb.(a.s||t),X112V13O01.(X112V13O02||X112V13O03.X112V13O04)X112V13O05.(X112V13O01.X112V13O02||X112V13O06),operand-renamed_same-structure,6
2633,112,14,,a.(s||b.c)Èb.(a.s||t),X112V14O01.(X112V14O02||X112V14O03.X112V14O04)X112V14O05.(X112V14O01.X112V14O02||X112V14O06),operand-renamed_same-structure,6
2634,112,15,,a.(s||b.c)Èb.(a.s||t),X112V15O01.(X112V15O02||X112V15O03.X112V15O04)X112V15O05.(X112V15O01.X112V15O02||X112V15O06),operand-renamed_same-structure,6
2635,112,16,,a.(s||b.c)Èb.(a.s||t),X112V16O01.(X112V16O02||X112V16O03.X112V16O04)X112V16O05.(X112V16O01.X112V16O02||X112V16O06),operand-renamed_same-structure,6
2636,112,17,,a.(s||b.c)Èb.(a.s||t),X112V17O01.(X112V17O02||X112V17O03.X112V17O04)X112V17O05.(X112V17O01.X112V17O02||X112V17O06),operand-renamed_same-structure,6
2637,112,18,,a.(s||b.c)Èb.(a.s||t),X112V18O01.(X112V18O02||X112V18O03.X112V18O04)X112V18O05.(X112V18O01.X112V18O02||X112V18O06),operand-renamed_same-structure,6
2638,112,19,,a.(s||b.c)Èb.(a.s||t),X112V19O01.(X112V19O02||X112V19O03.X112V19O04)X112V19O05.(X112V19O01.X112V19O02||X112V19O06),operand-renamed_same-structure,6
2639,112,20,,a.(s||b.c)Èb.(a.s||t),X112V20O01.(X112V20O02||X112V20O03.X112V20O04)X112V20O05.(X112V20O01.X112V20O02||X112V20O06),operand-renamed_same-structure,6
2640,112,21,,a.(s||b.c)Èb.(a.s||t),X112V21O01.(X112V21O02||X112V21O03.X112V21O04)X112V21O05.(X112V21O01.X112V21O02||X112V21O06),operand-renamed_same-structure,6
2641,112,22,,a.(s||b.c)Èb.(a.s||t),X112V22O01.(X112V22O02||X112V22O03.X112V22O04)X112V22O05.(X112V22O01.X112V22O02||X112V22O06),operand-renamed_same-structure,6
2642,112,23,,a.(s||b.c)Èb.(a.s||t),X112V23O01.(X112V23O02||X112V23O03.X112V23O04)X112V23O05.(X112V23O01.X112V23O02||X112V23O06),operand-renamed_same-structure,6
2643,112,24,,a.(s||b.c)Èb.(a.s||t),X112V24O01.(X112V24O02||X112V24O03.X112V24O04)X112V24O05.(X112V24O01.X112V24O02||X112V24O06),operand-renamed_same-structure,6
2644,113,1,,(p.u)*,(X113V01O01.X113V01O02)*,operand-renamed_same-structure,2
2645,113,2,,(p.u)*,(X113V02O01.X113V02O02)*,operand-renamed_same-structure,2
2646,113,3,,(p.u)*,(X113V03O01.X113V03O02)*,operand-renamed_same-structure,2
2647,113,4,,(p.u)*,(X113V04O01.X113V04O02)*,operand-renamed_same-structure,2
2648,113,5,,(p.u)*,(X113V05O01.X113V05O02)*,operand-renamed_same-structure,2
2649,113,6,,(p.u)*,(X113V06O01.X113V06O02)*,operand-renamed_same-structure,2
2650,113,7,,(p.u)*,(X113V07O01.X113V07O02)*,operand-renamed_same-structure,2
2651,113,8,,(p.u)*,(X113V08O01.X113V08O02)*,operand-renamed_same-structure,2
2652,113,9,,(p.u)*,(X113V09O01.X113V09O02)*,operand-renamed_same-structure,2
2653,113,10,,(p.u)*,(X113V10O01.X113V10O02)*,operand-renamed_same-structure,2
2654,113,11,,(p.u)*,(X113V11O01.X113V11O02)*,operand-renamed_same-structure,2
2655,113,12,,(p.u)*,(X113V12O01.X113V12O02)*,operand-renamed_same-structure,2
2656,113,13,,(p.u)*,(X113V13O01.X113V13O02)*,operand-renamed_same-structure,2
2657,113,14,,(p.u)*,(X113V14O01.X113V14O02)*,operand-renamed_same-structure,2
2658,113,15,,(p.u)*,(X113V15O01.X113V15O02)*,operand-renamed_same-structure,2
2659,113,16,,(p.u)*,(X113V16O01.X113V16O02)*,operand-renamed_same-structure,2
2660,113,17,,(p.u)*,(X113V17O01.X113V17O02)*,operand-renamed_same-structure,2
2661,113,18,,(p.u)*,(X113V18O01.X113V18O02)*,operand-renamed_same-structure,2
2662,113,19,,(p.u)*,(X113V19O01.X113V19O02)*,operand-renamed_same-structure,2
2663,113,20,,(p.u)*,(X113V20O01.X113V20O02)*,operand-renamed_same-structure,2
2664,113,21,,(p.u)*,(X113V21O01.X113V21O02)*,operand-renamed_same-structure,2
2665,113,22,,(p.u)*,(X113V22O01.X113V22O02)*,operand-renamed_same-structure,2
2666,113,23,,(p.u)*,(X113V23O01.X113V23O02)*,operand-renamed_same-structure,2
2667,114,1,,(y.c)*,(X114V01O01.X114V01O02)*,operand-renamed_same-structure,2
2668,114,2,,(y.c)*,(X114V02O01.X114V02O02)*,operand-renamed_same-structure,2
2669,114,3,,(y.c)*,(X114V03O01.X114V03O02)*,operand-renamed_same-structure,2
2670,114,4,,(y.c)*,(X114V04O01.X114V04O02)*,operand-renamed_same-structure,2
2671,114,5,,(y.c)*,(X114V05O01.X114V05O02)*,operand-renamed_same-structure,2
2672,114,6,,(y.c)*,(X114V06O01.X114V06O02)*,operand-renamed_same-structure,2
2673,114,7,,(y.c)*,(X114V07O01.X114V07O02)*,operand-renamed_same-structure,2
2674,114,8,,(y.c)*,(X114V08O01.X114V08O02)*,operand-renamed_same-structure,2
2675,114,9,,(y.c)*,(X114V09O01.X114V09O02)*,operand-renamed_same-structure,2
2676,114,10,,(y.c)*,(X114V10O01.X114V10O02)*,operand-renamed_same-structure,2
2677,114,11,,(y.c)*,(X114V11O01.X114V11O02)*,operand-renamed_same-structure,2
2678,114,12,,(y.c)*,(X114V12O01.X114V12O02)*,operand-renamed_same-structure,2
2679,114,13,,(y.c)*,(X114V13O01.X114V13O02)*,operand-renamed_same-structure,2
2680,114,14,,(y.c)*,(X114V14O01.X114V14O02)*,operand-renamed_same-structure,2
2681,114,15,,(y.c)*,(X114V15O01.X114V15O02)*,operand-renamed_same-structure,2
2682,114,16,,(y.c)*,(X114V16O01.X114V16O02)*,operand-renamed_same-structure,2
2683,114,17,,(y.c)*,(X114V17O01.X114V17O02)*,operand-renamed_same-structure,2
2684,114,18,,(y.c)*,(X114V18O01.X114V18O02)*,operand-renamed_same-structure,2
2685,114,19,,(y.c)*,(X114V19O01.X114V19O02)*,operand-renamed_same-structure,2
2686,114,20,,(y.c)*,(X114V20O01.X114V20O02)*,operand-renamed_same-structure,2
2687,114,21,,(y.c)*,(X114V21O01.X114V21O02)*,operand-renamed_same-structure,2
2688,114,22,,(y.c)*,(X114V22O01.X114V22O02)*,operand-renamed_same-structure,2
2689,114,23,,(y.c)*,(X114V23O01.X114V23O02)*,operand-renamed_same-structure,2
2690,114,24,,(y.c)*,(X114V24O01.X114V24O02)*,operand-renamed_same-structure,2
2691,115,1,,(p.y).a,(X115V01O01.X115V01O02).X115V01O03,operand-renamed_same-structure,3
2692,115,2,,(p.y).a,(X115V02O01.X115V02O02).X115V02O03,operand-renamed_same-structure,3
2693,115,3,,(p.y).a,(X115V03O01.X115V03O02).X115V03O03,operand-renamed_same-structure,3
2694,115,4,,(p.y).a,(X115V04O01.X115V04O02).X115V04O03,operand-renamed_same-structure,3
2695,115,5,,(p.y).a,(X115V05O01.X115V05O02).X115V05O03,operand-renamed_same-structure,3
2696,115,6,,(p.y).a,(X115V06O01.X115V06O02).X115V06O03,operand-renamed_same-structure,3
2697,115,7,,(p.y).a,(X115V07O01.X115V07O02).X115V07O03,operand-renamed_same-structure,3
2698,115,8,,(p.y).a,(X115V08O01.X115V08O02).X115V08O03,operand-renamed_same-structure,3
2699,115,9,,(p.y).a,(X115V09O01.X115V09O02).X115V09O03,operand-renamed_same-structure,3
2700,115,10,,(p.y).a,(X115V10O01.X115V10O02).X115V10O03,operand-renamed_same-structure,3
2701,115,11,,(p.y).a,(X115V11O01.X115V11O02).X115V11O03,operand-renamed_same-structure,3
2702,115,12,,(p.y).a,(X115V12O01.X115V12O02).X115V12O03,operand-renamed_same-structure,3
2703,115,13,,(p.y).a,(X115V13O01.X115V13O02).X115V13O03,operand-renamed_same-structure,3
2704,115,14,,(p.y).a,(X115V14O01.X115V14O02).X115V14O03,operand-renamed_same-structure,3
2705,115,15,,(p.y).a,(X115V15O01.X115V15O02).X115V15O03,operand-renamed_same-structure,3
2706,115,16,,(p.y).a,(X115V16O01.X115V16O02).X115V16O03,operand-renamed_same-structure,3
2707,115,17,,(p.y).a,(X115V17O01.X115V17O02).X115V17O03,operand-renamed_same-structure,3
2708,115,18,,(p.y).a,(X115V18O01.X115V18O02).X115V18O03,operand-renamed_same-structure,3
2709,115,19,,(p.y).a,(X115V19O01.X115V19O02).X115V19O03,operand-renamed_same-structure,3
2710,115,20,,(p.y).a,(X115V20O01.X115V20O02).X115V20O03,operand-renamed_same-structure,3
2711,115,21,,(p.y).a,(X115V21O01.X115V21O02).X115V21O03,operand-renamed_same-structure,3
2712,115,22,,(p.y).a,(X115V22O01.X115V22O02).X115V22O03,operand-renamed_same-structure,3
2713,115,23,,(p.y).a,(X115V23O01.X115V23O02).X115V23O03,operand-renamed_same-structure,3
2714,115,24,,(p.y).a,(X115V24O01.X115V24O02).X115V24O03,operand-renamed_same-structure,3
2715,116,1,,producer [] buffer [] consumer,X116V01O01 [] X116V01O02 [] X116V01O03,operand-renamed_same-structure,3
2716,116,2,,producer [] buffer [] consumer,X116V02O01 [] X116V02O02 [] X116V02O03,operand-renamed_same-structure,3
2717,116,3,,producer [] buffer [] consumer,X116V03O01 [] X116V03O02 [] X116V03O03,operand-renamed_same-structure,3
2718,116,4,,producer [] buffer [] consumer,X116V04O01 [] X116V04O02 [] X116V04O03,operand-renamed_same-structure,3
2719,116,5,,producer [] buffer [] consumer,X116V05O01 [] X116V05O02 [] X116V05O03,operand-renamed_same-structure,3
2720,116,6,,producer [] buffer [] consumer,X116V06O01 [] X116V06O02 [] X116V06O03,operand-renamed_same-structure,3
2721,116,7,,producer [] buffer [] consumer,X116V07O01 [] X116V07O02 [] X116V07O03,operand-renamed_same-structure,3
2722,116,8,,producer [] buffer [] consumer,X116V08O01 [] X116V08O02 [] X116V08O03,operand-renamed_same-structure,3
2723,116,9,,producer [] buffer [] consumer,X116V09O01 [] X116V09O02 [] X116V09O03,operand-renamed_same-structure,3
2724,116,10,,producer [] buffer [] consumer,X116V10O01 [] X116V10O02 [] X116V10O03,operand-renamed_same-structure,3
2725,116,11,,producer [] buffer [] consumer,X116V11O01 [] X116V11O02 [] X116V11O03,operand-renamed_same-structure,3
2726,116,12,,producer [] buffer [] consumer,X116V12O01 [] X116V12O02 [] X116V12O03,operand-renamed_same-structure,3
2727,116,13,,producer [] buffer [] consumer,X116V13O01 [] X116V13O02 [] X116V13O03,operand-renamed_same-structure,3
2728,116,14,,producer [] buffer [] consumer,X116V14O01 [] X116V14O02 [] X116V14O03,operand-renamed_same-structure,3
2729,116,15,,producer [] buffer [] consumer,X116V15O01 [] X116V15O02 [] X116V15O03,operand-renamed_same-structure,3
2730,116,16,,producer [] buffer [] consumer,X116V16O01 [] X116V16O02 [] X116V16O03,operand-renamed_same-structure,3
2731,116,17,,producer [] buffer [] consumer,X116V17O01 [] X116V17O02 [] X116V17O03,operand-renamed_same-structure,3
2732,116,18,,producer [] buffer [] consumer,X116V18O01 [] X116V18O02 [] X116V18O03,operand-renamed_same-structure,3
2733,116,19,,producer [] buffer [] consumer,X116V19O01 [] X116V19O02 [] X116V19O03,operand-renamed_same-structure,3
2734,116,20,,producer [] buffer [] consumer,X116V20O01 [] X116V20O02 [] X116V20O03,operand-renamed_same-structure,3
2735,116,21,,producer [] buffer [] consumer,X116V21O01 [] X116V21O02 [] X116V21O03,operand-renamed_same-structure,3
2736,116,22,,producer [] buffer [] consumer,X116V22O01 [] X116V22O02 [] X116V22O03,operand-renamed_same-structure,3
2737,116,23,,producer [] buffer [] consumer,X116V23O01 [] X116V23O02 [] X116V23O03,operand-renamed_same-structure,3
2738,116,24,,producer [] buffer [] consumer,X116V24O01 [] X116V24O02 [] X116V24O03,operand-renamed_same-structure,3
2739,117,1,,nrce,X117V01O01,operand-renamed_same-structure,1
2740,117,2,,nrce,X117V02O01,operand-renamed_same-structure,1
2741,117,3,,nrce,X117V03O01,operand-renamed_same-structure,1
2742,117,4,,nrce,X117V04O01,operand-renamed_same-structure,1
2743,117,5,,nrce,X117V05O01,operand-renamed_same-structure,1
2744,117,6,,nrce,X117V06O01,operand-renamed_same-structure,1
2745,117,7,,nrce,X117V07O01,operand-renamed_same-structure,1
2746,117,8,,nrce,X117V08O01,operand-renamed_same-structure,1
2747,117,9,,nrce,X117V09O01,operand-renamed_same-structure,1
2748,117,10,,nrce,X117V10O01,operand-renamed_same-structure,1
2749,117,11,,nrce,X117V11O01,operand-renamed_same-structure,1
2750,117,12,,nrce,X117V12O01,operand-renamed_same-structure,1
2751,117,13,,nrce,X117V13O01,operand-renamed_same-structure,1
2752,117,14,,nrce,X117V14O01,operand-renamed_same-structure,1
2753,117,15,,nrce,X117V15O01,operand-renamed_same-structure,1
2754,117,16,,nrce,X117V16O01,operand-renamed_same-structure,1
2755,117,17,,nrce,X117V17O01,operand-renamed_same-structure,1
2756,117,18,,nrce,X117V18O01,operand-renamed_same-structure,1
2757,117,19,,nrce,X117V19O01,operand-renamed_same-structure,1
2758,117,20,,nrce,X117V20O01,operand-renamed_same-structure,1
2759,117,21,,nrce,X117V21O01,operand-renamed_same-structure,1
2760,117,22,,nrce,X117V22O01,operand-renamed_same-structure,1
2761,117,23,,nrce,X117V23O01,operand-renamed_same-structure,1
2762,117,24,,nrce,X117V24O01,operand-renamed_same-structure,1
2763,118,1,,rue,X118V01O01,operand-renamed_same-structure,1
2764,118,2,,rue,X118V02O01,operand-renamed_same-structure,1
2765,118,3,,rue,X118V03O01,operand-renamed_same-structure,1
2766,118,4,,rue,X118V04O01,operand-renamed_same-structure,1
2767,118,5,,rue,X118V05O01,operand-renamed_same-structure,1
2768,118,6,,rue,X118V06O01,operand-renamed_same-structure,1
2769,118,7,,rue,X118V07O01,operand-renamed_same-structure,1
2770,118,8,,rue,X118V08O01,operand-renamed_same-structure,1
2771,118,9,,rue,X118V09O01,operand-renamed_same-structure,1
2772,118,10,,rue,X118V10O01,operand-renamed_same-structure,1
2773,118,11,,rue,X118V11O01,operand-renamed_same-structure,1
2774,118,12,,rue,X118V12O01,operand-renamed_same-structure,1
2775,118,13,,rue,X118V13O01,operand-renamed_same-structure,1
2776,118,14,,rue,X118V14O01,operand-renamed_same-structure,1
2777,118,15,,rue,X118V15O01,operand-renamed_same-structure,1
2778,118,16,,rue,X118V16O01,operand-renamed_same-structure,1
2779,118,17,,rue,X118V17O01,operand-renamed_same-structure,1
2780,118,18,,rue,X118V18O01,operand-renamed_same-structure,1
2781,118,19,,rue,X118V19O01,operand-renamed_same-structure,1
2782,118,20,,rue,X118V20O01,operand-renamed_same-structure,1
2783,118,21,,rue,X118V21O01,operand-renamed_same-structure,1
2784,118,22,,rue,X118V22O01,operand-renamed_same-structure,1
2785,118,23,,rue,X118V23O01,operand-renamed_same-structure,1
2786,118,24,,rue,X118V24O01,operand-renamed_same-structure,1
2787,119,1,,nrce[]rue,X119V01O01[]X119V01O02,operand-renamed_same-structure,2
2788,119,2,,nrce[]rue,X119V02O01[]X119V02O02,operand-renamed_same-structure,2
2789,119,3,,nrce[]rue,X119V03O01[]X119V03O02,operand-renamed_same-structure,2
2790,119,4,,nrce[]rue,X119V04O01[]X119V04O02,operand-renamed_same-structure,2
2791,119,5,,nrce[]rue,X119V05O01[]X119V05O02,operand-renamed_same-structure,2
2792,119,6,,nrce[]rue,X119V06O01[]X119V06O02,operand-renamed_same-structure,2
2793,119,7,,nrce[]rue,X119V07O01[]X119V07O02,operand-renamed_same-structure,2
2794,119,8,,nrce[]rue,X119V08O01[]X119V08O02,operand-renamed_same-structure,2
2795,119,9,,nrce[]rue,X119V09O01[]X119V09O02,operand-renamed_same-structure,2
2796,119,10,,nrce[]rue,X119V10O01[]X119V10O02,operand-renamed_same-structure,2
2797,119,11,,nrce[]rue,X119V11O01[]X119V11O02,operand-renamed_same-structure,2
2798,119,12,,nrce[]rue,X119V12O01[]X119V12O02,operand-renamed_same-structure,2
2799,119,13,,nrce[]rue,X119V13O01[]X119V13O02,operand-renamed_same-structure,2
2800,119,14,,nrce[]rue,X119V14O01[]X119V14O02,operand-renamed_same-structure,2
2801,119,15,,nrce[]rue,X119V15O01[]X119V15O02,operand-renamed_same-structure,2
2802,119,16,,nrce[]rue,X119V16O01[]X119V16O02,operand-renamed_same-structure,2
2803,119,17,,nrce[]rue,X119V17O01[]X119V17O02,operand-renamed_same-structure,2
2804,119,18,,nrce[]rue,X119V18O01[]X119V18O02,operand-renamed_same-structure,2
2805,119,19,,nrce[]rue,X119V19O01[]X119V19O02,operand-renamed_same-structure,2
2806,119,20,,nrce[]rue,X119V20O01[]X119V20O02,operand-renamed_same-structure,2
2807,119,21,,nrce[]rue,X119V21O01[]X119V21O02,operand-renamed_same-structure,2
2808,119,22,,nrce[]rue,X119V22O01[]X119V22O02,operand-renamed_same-structure,2
2809,119,23,,nrce[]rue,X119V23O01[]X119V23O02,operand-renamed_same-structure,2
2810,119,24,,nrce[]rue,X119V24O01[]X119V24O02,operand-renamed_same-structure,2
2811,120,1,,(w(m.m)*w).a,(X120V01O01(X120V01O02.X120V01O02)*X120V01O01).X120V01O03,operand-renamed_same-structure,3
2812,120,2,,(w(m.m)*w).a,(X120V02O01(X120V02O02.X120V02O02)*X120V02O01).X120V02O03,operand-renamed_same-structure,3
2813,120,3,,(w(m.m)*w).a,(X120V03O01(X120V03O02.X120V03O02)*X120V03O01).X120V03O03,operand-renamed_same-structure,3
2814,120,4,,(w(m.m)*w).a,(X120V04O01(X120V04O02.X120V04O02)*X120V04O01).X120V04O03,operand-renamed_same-structure,3
2815,120,5,,(w(m.m)*w).a,(X120V05O01(X120V05O02.X120V05O02)*X120V05O01).X120V05O03,operand-renamed_same-structure,3
2816,120,6,,(w(m.m)*w).a,(X120V06O01(X120V06O02.X120V06O02)*X120V06O01).X120V06O03,operand-renamed_same-structure,3
2817,120,7,,(w(m.m)*w).a,(X120V07O01(X120V07O02.X120V07O02)*X120V07O01).X120V07O03,operand-renamed_same-structure,3
2818,120,8,,(w(m.m)*w).a,(X120V08O01(X120V08O02.X120V08O02)*X120V08O01).X120V08O03,operand-renamed_same-structure,3
2819,120,9,,(w(m.m)*w).a,(X120V09O01(X120V09O02.X120V09O02)*X120V09O01).X120V09O03,operand-renamed_same-structure,3
2820,120,10,,(w(m.m)*w).a,(X120V10O01(X120V10O02.X120V10O02)*X120V10O01).X120V10O03,operand-renamed_same-structure,3
2821,120,11,,(w(m.m)*w).a,(X120V11O01(X120V11O02.X120V11O02)*X120V11O01).X120V11O03,operand-renamed_same-structure,3
2822,120,12,,(w(m.m)*w).a,(X120V12O01(X120V12O02.X120V12O02)*X120V12O01).X120V12O03,operand-renamed_same-structure,3
2823,120,13,,(w(m.m)*w).a,(X120V13O01(X120V13O02.X120V13O02)*X120V13O01).X120V13O03,operand-renamed_same-structure,3
2824,120,14,,(w(m.m)*w).a,(X120V14O01(X120V14O02.X120V14O02)*X120V14O01).X120V14O03,operand-renamed_same-structure,3
2825,120,15,,(w(m.m)*w).a,(X120V15O01(X120V15O02.X120V15O02)*X120V15O01).X120V15O03,operand-renamed_same-structure,3
2826,120,16,,(w(m.m)*w).a,(X120V16O01(X120V16O02.X120V16O02)*X120V16O01).X120V16O03,operand-renamed_same-structure,3
2827,120,17,,(w(m.m)*w).a,(X120V17O01(X120V17O02.X120V17O02)*X120V17O01).X120V17O03,operand-renamed_same-structure,3
2828,120,18,,(w(m.m)*w).a,(X120V18O01(X120V18O02.X120V18O02)*X120V18O01).X120V18O03,operand-renamed_same-structure,3
2829,120,19,,(w(m.m)*w).a,(X120V19O01(X120V19O02.X120V19O02)*X120V19O01).X120V19O03,operand-renamed_same-structure,3
2830,120,20,,(w(m.m)*w).a,(X120V20O01(X120V20O02.X120V20O02)*X120V20O01).X120V20O03,operand-renamed_same-structure,3
2831,120,21,,(w(m.m)*w).a,(X120V21O01(X120V21O02.X120V21O02)*X120V21O01).X120V21O03,operand-renamed_same-structure,3
2832,120,22,,(w(m.m)*w).a,(X120V22O01(X120V22O02.X120V22O02)*X120V22O01).X120V22O03,operand-renamed_same-structure,3
2833,120,23,,(w(m.m)*w).a,(X120V23O01(X120V23O02.X120V23O02)*X120V23O01).X120V23O03,operand-renamed_same-structure,3
2834,120,24,,(w(m.m)*w).a,(X120V24O01(X120V24O02.X120V24O02)*X120V24O01).X120V24O03,operand-renamed_same-structure,3
2835,121,1,,mana [] womana []construint,X121V01O01 [] X121V01O02 []X121V01O03,operand-renamed_same-structure,3
2836,121,2,,mana [] womana []construint,X121V02O01 [] X121V02O02 []X121V02O03,operand-renamed_same-structure,3
2837,121,3,,mana [] womana []construint,X121V03O01 [] X121V03O02 []X121V03O03,operand-renamed_same-structure,3
2838,121,4,,mana [] womana []construint,X121V04O01 [] X121V04O02 []X121V04O03,operand-renamed_same-structure,3
2839,121,5,,mana [] womana []construint,X121V05O01 [] X121V05O02 []X121V05O03,operand-renamed_same-structure,3
2840,121,6,,mana [] womana []construint,X121V06O01 [] X121V06O02 []X121V06O03,operand-renamed_same-structure,3
2841,121,7,,mana [] womana []construint,X121V07O01 [] X121V07O02 []X121V07O03,operand-renamed_same-structure,3
2842,121,8,,mana [] womana []construint,X121V08O01 [] X121V08O02 []X121V08O03,operand-renamed_same-structure,3
2843,121,9,,mana [] womana []construint,X121V09O01 [] X121V09O02 []X121V09O03,operand-renamed_same-structure,3
2844,121,10,,mana [] womana []construint,X121V10O01 [] X121V10O02 []X121V10O03,operand-renamed_same-structure,3
2845,121,11,,mana [] womana []construint,X121V11O01 [] X121V11O02 []X121V11O03,operand-renamed_same-structure,3
